seed,problem,strategy_name,source_count,cleared_count,cleared_ratio,all_cleared,virtual_time_s,average_localize_clear_time_s,total_distance_m,measure_count,clear_count,failed_clear_count,channel_switch_count,strategy_completed,wall_time_s
54,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,6984.831955436816,634.9847232215287,26049.15977718408,289,14,3,266,True,2.5838449000002583
55,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,6544.696849627618,654.4696849627618,22328.484248138087,338,18,8,315,True,2.3748611000046367
56,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,6589.247368730003,411.82796054562516,26461.236843650033,191,47,31,169,True,3.280942800003686
57,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,6732.304794981422,673.2304794981421,24286.523974907108,308,10,0,285,True,2.27881800000614
58,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,8713.007821401303,622.3577015286645,33510.03910700664,263,143,129,239,True,2.9549537999992026
59,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7996.934814853172,726.9940740775611,29069.674074265975,290,148,137,267,True,2.2913685999956215
60,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,6965.100775645653,580.4250646371378,25975.503878228254,288,14,2,264,True,2.6667584999959217
61,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7020.327271217353,540.0251747090272,25391.636356086776,316,14,1,294,True,2.7147375000058673
62,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,7576.241601870356,541.1601144193112,28831.208009351783,292,18,4,268,True,3.3096274999988964
63,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,9037.94586836742,695.2266052590323,32939.72934183723,307,203,190,280,True,2.3344235999975353
64,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7564.1129283763175,581.8548406443322,28130.564641881654,276,95,82,247,True,3.3684931000025244
65,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7349.206693838683,565.3235918337449,28296.033469193415,269,26,13,241,True,3.513190500001656
66,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,7094.649116701466,709.4649116701465,25843.245583507338,309,26,16,283,True,2.333865299995523
