seed,problem,strategy_name,source_count,cleared_count,cleared_ratio,all_cleared,virtual_time_s,average_localize_clear_time_s,total_distance_m,measure_count,clear_count,failed_clear_count,channel_switch_count,strategy_completed,wall_time_s,analytic_plan_generated,analytic_plan_certified,analytic_plan_selected,analytic_plan_fallbacks,analytic_estimated_saving_s
79,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,6775.934998990334,615.9940908173031,25084.674994951674,288,11,0,264,True,2.339144600002328,0,0,0,0,0.0
80,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,8099.641429702336,674.9701191418613,31198.207148511705,292,38,26,262,True,2.4982253999914974,0,0,0,0,0.0
81,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,6846.203440158452,489.0145314398895,25756.017200792256,273,19,5,245,True,2.6259938000002876,0,0,0,0,0.0
82,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7855.059777695665,714.0963434268787,28660.298888478315,339,31,20,313,True,2.7943899999954738,0,0,0,0,0.0
83,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7561.411460808217,581.6470354467859,28502.057304041122,279,62,49,254,True,3.0816678999981377,0,0,0,0,0.0
84,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,6369.589071770124,424.6392714513416,24732.945358850626,229,15,0,203,True,2.776606300001731,0,0,0,0,0.0
85,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7419.9314700892755,674.5392245535705,27944.6573504464,290,30,19,269,True,2.3670769999735057,0,0,0,0,0.0
86,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,3930.290168279722,245.64313551748262,15791.450841398611,118,17,1,99,True,3.9054494999872986,0,0,0,0,0.0
87,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7499.430848780735,681.7664407982486,27632.154243903693,317,24,13,294,True,2.2562180000240915,0,0,0,0,0.0
88,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,8337.886026775448,641.375848213496,32244.430133877293,281,69,56,251,True,3.0456403999996837,0,0,0,0,0.0
89,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,6903.109973852972,690.3109973852972,24610.549869264876,325,12,2,300,True,1.939192300022114,0,0,0,0,0.0
90,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7749.512277937228,704.5011161761116,28162.561389686187,321,65,54,295,True,2.7362392999930307,0,0,0,0,0.0
91,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,7333.7463748482005,733.37463748482,26813.731874241,322,15,5,296,True,2.0601944999943953,0,0,0,0,0.0
92,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7054.839309522602,542.679946886354,26799.196547613006,275,15,2,249,True,3.122431499999948,0,0,0,0,0.0
93,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,7119.212876774065,444.95080479837907,28901.064383870355,200,45,29,172,True,3.5349615000013728,0,0,0,0,0.0
94,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,6736.623529619156,481.1873949727969,26488.11764809578,233,14,0,204,True,3.434112200018717,0,0,0,0,0.0
95,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,5643.722565542712,352.7326603464195,22553.612827713583,175,24,8,154,True,4.025964000000386,0,0,0,0,0.0
96,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,6106.457103208022,508.87142526733516,22377.285516040116,266,12,0,241,True,2.3512955000041984,0,0,0,0,0.0
97,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7238.729791626675,658.0663446933341,27428.648958133395,281,24,13,254,True,2.218190900021,0,0,0,0,0.0
98,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,6371.60966244235,530.9674718701958,23703.04831221175,266,12,0,241,True,2.6622259999858215,0,0,0,0,0.0
99,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,8717.492693919874,670.5763610707595,33237.463469599454,290,110,97,264,True,3.2626402000023518,0,0,0,0,0.0
