seed,problem,strategy_name,source_count,cleared_count,cleared_ratio,all_cleared,virtual_time_s,average_localize_clear_time_s,total_distance_m,measure_count,clear_count,failed_clear_count,channel_switch_count,strategy_completed,wall_time_s
22,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3256.446174332964,296.0405613029967,12227.230871664819,128,11,0,116,True,2.7538236000000325
23,Q3,GuaranteedRollingQ3Strategy,16,16,1.0,True,3244.59516548114,202.78719784257126,13722.9758274057,73,16,0,55,True,4.079299999999876
24,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,3581.654844307475,238.7769896204983,14858.274221537376,92,15,0,75,True,3.674387300000035
25,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3305.459357383696,254.26610441413047,12972.296786918481,109,13,0,101,True,2.2847178000001804
26,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,4281.853320831017,285.4568880554012,18004.26660415509,104,15,0,86,True,4.0251195000000735
27,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,4025.0765894671154,268.33843929780767,16380.382947335574,115,15,0,99,True,3.745496600000024
28,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3032.0364276449827,303.2036427644983,11650.182138224909,110,10,0,102,True,1.996896099999958
29,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3195.1443211241226,228.22459436600874,12590.721605620607,103,14,0,92,True,2.878545000000031
30,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3715.640265452251,265.4028761037322,15208.201327261255,103,14,0,89,True,3.4441514999998617
31,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3247.03521940157,324.703521940157,12390.17609700785,122,10,0,109,True,2.8545045999999274
32,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3200.776472504251,320.0776472504251,12493.882362521255,110,10,0,102,True,1.6915733999999247
33,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,4026.370212713715,287.5978723366939,16651.85106356857,107,14,0,91,True,3.3458762000000206
34,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3402.630224159696,243.04501601140686,13458.151120798479,109,14,0,96,True,3.2999228999997285
35,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3531.818445104053,252.27274607886093,14134.092225520266,108,14,0,95,True,3.063898800000061
36,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3253.451078813513,271.12092323445944,12647.25539406756,113,12,0,99,True,3.0309440999999424
37,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,3485.544615812817,232.3696410541878,14197.723079064086,98,15,0,81,True,4.012863499999639
38,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,3284.144807017555,218.94298713450368,13065.724035087776,102,15,0,86,True,3.6994120999997904
39,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3148.8847179941,286.26224709037274,12054.4235899705,116,11,0,103,True,3.1685927999997148
40,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3951.409152797422,303.9545502151863,16122.045763987104,113,13,0,97,True,3.6359677999998894
41,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3275.838236367325,251.98755664364037,13074.191181836626,101,13,0,91,True,2.6131934
42,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,3105.4574652712727,207.0304976847515,12582.287326356365,88,15,0,74,True,3.5972560000000158
43,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3301.24917672647,330.12491767264703,12926.245883632355,113,10,0,101,True,2.2867716000000655
44,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3537.0163360502816,272.0781796961755,14265.081680251402,105,13,0,94,True,2.863283499999852
45,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3560.330700909337,296.6942250757781,14276.653504546683,109,12,0,100,True,2.5178077000000485
46,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3099.4802771879636,309.94802771879637,12157.401385939822,105,10,0,93,True,2.584358500000235
47,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3200.0894144981444,266.67411787484536,12425.447072490724,111,12,0,100,True,2.634602300000097
48,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3785.3939692570184,270.38528351835845,15601.969846285094,101,14,0,90,True,3.0828394999998636
49,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3335.9995634702627,333.59995634702625,13019.997817351315,115,10,0,107,True,1.9878547000002982
50,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3567.792401078987,274.44556931376826,14518.962005394935,102,13,0,89,True,2.8646688999997423
51,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3277.5526343500196,297.95933039545633,12707.763171750094,116,11,0,101,True,2.949327799999992
52,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,2904.108265093774,242.00902209114784,11190.541325468874,102,12,0,96,True,2.036272199999985
53,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3876.904814060748,276.9217724329106,16034.52407030374,102,14,0,90,True,3.225543299999572
54,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3300.568639851898,300.05169453199073,12867.843199259494,114,11,0,102,True,2.4303177000001597
55,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,2994.0011616048164,299.4001161604816,11585.005808024083,106,10,0,97,True,2.1388864999998987
56,Q3,GuaranteedRollingQ3Strategy,16,16,1.0,True,3668.1985162465367,229.26240726540854,15280.992581232682,91,16,0,77,True,3.4617246000002524
57,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3427.0540871046787,342.70540871046785,13570.270435523398,112,10,0,103,True,2.1790273999999954
58,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3583.246695051333,255.94619250366665,14441.233475256664,106,14,0,95,True,2.920031999999992
59,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3237.7660681298066,294.34236982998243,12393.830340649036,119,11,0,109,True,2.5169498000000203
60,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3016.198032488166,251.34983604068051,11530.990162440827,110,12,0,100,True,2.4787951000002977
61,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3204.518803981834,246.50144646014107,12762.59401990917,99,13,0,92,True,2.115880300000299
62,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3399.7334625243698,242.8381044660264,13563.667312621847,105,14,0,92,True,3.0954147999996167
63,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3964.468983836704,304.9591526028234,16377.344919183526,106,13,0,94,True,3.1532085000003462
64,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3120.078079198111,240.00600609216238,12120.390395990555,107,13,0,96,True,2.7723737999999685
65,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3699.812147595103,284.60093443039256,15014.06073797551,108,13,0,92,True,3.313628200000039
66,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3382.1492916288457,338.2149291628846,13345.746458144225,112,10,0,103,True,2.0569274999998015
67,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3161.4360134598687,316.1436013459869,12302.180067299343,110,10,0,101,True,2.0008097999998427
68,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,3576.174829667972,238.41165531119813,14385.874148339857,107,15,0,89,True,4.1414058999998815
69,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,3289.656462900276,219.31043086001839,13523.28231450138,87,15,0,75,True,3.3853297000000566
70,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3021.6351215080385,302.16351215080385,11608.175607540195,110,10,0,100,True,2.078411899999992
71,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3227.6887611209645,268.974063426747,12868.443805604828,101,12,0,89,True,2.663482400000248
72,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3117.499655387511,311.7499655387511,12122.49827693756,109,10,0,98,True,2.443570500000078
73,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3442.207961034383,286.85066341953194,13691.039805171922,110,12,0,94,True,3.4957643000002463
74,Q3,GuaranteedRollingQ3Strategy,16,16,1.0,True,2719.0686427866876,169.94179017416798,11220.343213933442,68,16,0,55,True,3.550026099999741
75,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3290.92956672974,253.14842820998,12889.647833648702,110,13,0,98,True,2.72357299999976
76,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3102.834141029315,258.5695117524429,12099.170705146573,106,12,0,93,True,3.050137100000029
77,Q3,GuaranteedRollingQ3Strategy,16,16,1.0,True,4150.361449239322,259.3975905774576,17376.8072461966,102,16,0,85,True,4.086955200000375
78,Q3,GuaranteedRollingQ3Strategy,16,16,1.0,True,3580.916036507421,223.8072522817138,14974.580182537104,87,16,0,71,True,3.732396900000367
79,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3534.8437679273975,321.3494334479452,13894.21883963698,119,11,0,106,True,2.6763065999998616
80,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3442.1010883953895,286.8417573662825,13520.505441976946,115,12,0,103,True,3.0329154999999446
81,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3584.94418201757,256.06744157268355,14474.72091008785,106,14,0,90,True,3.624218699999801
82,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,2930.9519233290807,266.45017484809824,11069.759616645402,112,11,0,102,True,2.6008818999998766
83,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3107.5802673896064,239.04463595304665,12292.901336948029,100,13,0,84,True,3.378245699999752
84,Q3,GuaranteedRollingQ3Strategy,15,15,1.0,True,3764.125939081279,250.94172927208527,14950.629695406393,119,15,0,104,True,3.679418700000042
85,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,2643.6454283762428,240.33140257965843,9898.227141881214,103,11,0,94,True,2.2375223999997615
86,Q3,GuaranteedRollingQ3Strategy,16,16,1.0,True,3437.165504954247,214.82284405964043,14680.827524771235,73,16,0,56,True,4.033718500000305
87,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3503.519315198266,318.5017559271151,13732.59657599133,119,11,0,107,True,2.8800037000000884
88,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3337.2615631758563,256.71242793660434,12946.30781587928,116,13,0,103,True,3.2626100000002225
89,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3215.6372041991426,321.56372041991426,12463.18602099571,114,10,0,103,True,2.3592211999998653
90,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3152.0053931253365,286.54594482957606,12050.02696562668,116,11,0,107,True,2.1995828999997684
91,Q3,GuaranteedRollingQ3Strategy,10,10,1.0,True,3138.658292722093,313.8658292722093,11653.291463610463,128,10,0,118,True,2.1446482000001197
92,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3409.584577150665,262.27573670389734,13482.922885753325,110,13,0,98,True,2.6314668999998503
93,Q3,GuaranteedRollingQ3Strategy,16,16,1.0,True,4340.882740875937,271.30517130474607,18309.413704379684,103,16,0,84,True,3.9889956000001803
94,Q3,GuaranteedRollingQ3Strategy,14,14,1.0,True,3371.6572254955477,240.8326589639677,13308.286127477746,109,14,0,95,True,3.1759406000001036
95,Q3,GuaranteedRollingQ3Strategy,16,16,1.0,True,3122.690025138541,195.1681265711588,12858.450125692707,81,16,0,66,True,3.5859909999999218
96,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,2913.048643893371,242.7540536577809,11165.243219466853,105,12,0,95,True,2.3995977999998104
97,Q3,GuaranteedRollingQ3Strategy,11,11,1.0,True,3175.815032885274,288.7104575350249,12279.07516442637,113,11,0,100,True,2.8215391999997337
98,Q3,GuaranteedRollingQ3Strategy,12,12,1.0,True,3296.8112542198937,274.73427118499114,12674.05627109947,119,12,0,107,True,2.919375100000252
99,Q3,GuaranteedRollingQ3Strategy,13,13,1.0,True,3509.342171555417,269.9493978119551,14081.71085777709,107,13,0,93,True,3.3023097000000234
